serial_number,range,section,subdivision,township
NDM096349,100,1,"1,2,3,4",146
NDM096349,100,2,S2NE,146
NDM096349,100,2,"1,2,3",146
NDM096349,,,,
NDM086541,102,22,"N2NE,SENE",143
NDM086541,,,,
NDM086540,102,17,W2W2,143
NDM086540,,,,
NDM093057,95,25,1,150
NDM093057,95,26,"SWNE,E2W2,W2SE",150
NDM093057,95,35,NENW,150
NDM093057,,,,
NDM094000,98,23,"SENE,SE",148
NDM094000,98,24,"S2SW,W2SE",148
NDM094000,,,,
NDM088707,102,4,"RIVERBED RIPAR TO L 3,",143
NDM088707,102,4,"RIVERBED RIPAR TO L 3,",143
NDM088707,102,4,"6,7,10 DESCR BY M&B",143
NDM088707,102,4,"6,7,10 DESCR BY M&B",143
NDM088707,,,,
NDM086546,103,2,"S2N2,SW,N2SE",150
NDM086546,103,2,"1,2,3,4",150
NDM086546,103,3,"SENE,NESE",150
NDM086546,,,,
NDM086044,105,34,S2SW,134
NDM086044,,,,
NDM086040,105,29,ALL,134
NDM086040,,,,
NDM086043,105,32,NW,134
NDM086043,,,,
NDM015243,101,8,"NWSW,S2S2",148
NDM015243,101,9,SWSW,148
NDM015243,101,16,W2E2,148
NDM015243,101,17,"NE,NENW,S2NW,NESW,W2SW",148
NDM015243,101,17,NWSE,148
NDM015243,101,18,"NE,E2NW",148
NDM015243,101,18,"1,2",148
NDM015243,101,20,W2NW,148
NDM015243,101,21,"S2NW,SW",148
NDM015243,101,28,W2,148
NDM015243,,,,
NDM102162,94,36,POR OF LAKE BED RIPAR,159
NDM102162,94,36,"TO LOTS 1,2,3 DESCR",159
NDM102162,94,36,BY M&B,159
NDM102162,,,,
NDM075972,106,18,W2NE,132
NDM075972,,,,
NDM102169,96,6,"S2NE,SENW",142
NDM102169,96,6,1,142
NDM102169,,,,
NDM091694,105,12,W2SE,147
NDM091694,105,24,ALL,147
NDM091694,105,25,ALL,147
NDM091694,,,,
NDM096168,106,6,E2SW,129
NDM096168,106,6,"6,7",129
NDM096168,106,7,"W2NE,E2W2,SE",129
NDM096168,106,7,"1,2,3",129
NDM096168,106,17,E2E2,129
NDM096168,106,18,NESW,129
NDM096168,106,18,"2,3",129
NDM096168,106,19,4,129
NDM096168,106,30,1,129
NDM096168,,,,
NDM096169,107,1,"S2N2,S2",129
NDM096169,107,1,"1,2,3,4",129
NDM096169,107,2,"SWNE,S2NW,NESE",129
NDM096169,107,2,"1,2,3,4",129
NDM096169,107,3,SENE,129
NDM096169,107,3,"1,2,3",129
NDM096169,107,12,"N2N2,SENE,SWSW,NESE",129
NDM096169,107,13,"NWNE,N2NW,NESE",129
NDM096169,107,23,N2NE,129
NDM096169,107,24,"NESE,S2SE",129
NDM096169,107,34,4,129
NDM096169,,,,
NDM091691,104,24,SESW,149
NDM091691,104,25,"N2NW,SW,NWSE,S2SE",149
NDM091691,,,,
NDM091690,104,12,S2S2,149
NDM091690,104,14,"SWNE,NW",149
NDM091690,,,,
NDM091693,105,22,E2E2,147
NDM091693,105,22,"1,2,3,4",147
NDM091693,105,26,"NENE,NWSW,S2SW",147
NDM091693,105,34,SESE,147
NDM091693,,,,
NDM091692,104,21,1,150
NDM091692,,,,
NDM096162,101,8,SESE,145
NDM096162,,,,
NDM096163,102,28,ALL,141
NDM096163,,,,
NDM096160,100,11,SENE,142
NDM096160,,,,
NDM096166,103,21,ALL,149
NDM096166,,,,
NDM096167,103,3,S2N2,160
NDM096167,103,3,"LOTS 1,2 EXCL 3.52 AC FOR",160
NDM096167,103,3,CHURCH SITE DESC BY,160
NDM096167,103,3,M&B,160
NDM096167,103,3,"3,4",160
NDM096167,103,32,W2NW,160
NDM096167,103,32,LAKEBED RIPAR TO LOTS,160
NDM096167,103,32,"1,2,3 DESC BY M&B",160
NDM096167,103,32,"1,2,3",160
NDM096167,,,,
NDM096164,102,7,"E2SW,S2SE",160
NDM096164,102,7,"3,4,",160
NDM096164,102,17,E2,160
NDM096164,102,18,N2NE,160
NDM096164,,,,
NDM096165,103,3,S2SE,140
NDM096165,,,,
NDM079403,102,32,SESE,144
NDM079403,,,,
NDM059757,101,24,E2NW,145
NDM059757,,,,
NDM031011,99,29,ALL,146
NDM031011,99,30,"NE,E2NW",146
NDM031011,99,30,4-Jan,146
NDM031011,99,31,"E2,E2W2",146
NDM031011,99,31,4-Jan,146
NDM031011,99,32,"NE,NWNW,S2NW,S2",146
NDM031011,,,,
NDM031010,99,15,S2,146
NDM031010,99,21,S2,146
NDM031010,99,27,ALL,146
NDM031010,99,28,ALL,146
NDM031010,99,33,ALL,146
NDM031010,,,,
NDM031012,99,6,"S2NE,SENW",146
NDM031012,99,6,5-Jan,146
NDM031012,99,7,E2,146
NDM031012,99,7,4-Jan,146
NDM031012,99,8,"N2,SW",146
NDM031012,99,21,N2,146
NDM031012,,,,
NDM0065423A,104,15,SE EXCL TR IN SESE,130
NDM0065423A,104,22,SE,130
NDM0065423A,104,23,W2NW,130
NDM0065423A,,,,
NDM031234,100,10,SWSW,141
NDM031234,100,20,E2,141
NDM031234,100,28,N2,141
NDM031234,,,,
NDM031237,101,12,NE,142
NDM031237,101,14,SE,142
NDM031237,101,24,"NE,S2",142
NDM031237,101,26,"N2N2,SWNW,NWSW,E2SE",142
NDM031237,,,,
NDM105576,99,33,"3,4",153
NDM105576,,,,
NDM105577,100,4,"NWSW,S2SW,SWSE",154
NDM105577,100,5,E2SE,154
NDM105577,,,,
NDM105575,99,32,7,153
NDM105575,,,,
NDM105570,98,24,"S2NE,N2SE,SESE",153
NDM105570,98,24,"NWNE,E2SW",153
NDM105570,,,,
NDM105571,98,24,SENW,153
NDM105571,98,24,SWSE,153
NDM105571,,,,
NDM105578,100,31,4-Feb,154
NDM105578,,,,
NDM105579,100,22,"SWNE,NWSE",160
NDM105579,,,,
NDM095996,105,11,"SENW,E2SW",130
NDM095996,,,,
NDM095997,106,23,"S2NE,N2SE",129
NDM095997,106,24,"S2NW,NWSW",129
NDM095997,,,,
NDM095994,103,15,"W2NW,NWSW",160
NDM095994,103,21,NENW,160
NDM095994,103,33,LAKEBED RIPAR TO LOT 2,160
NDM095994,103,33,DESC BY M&B,160
NDM095994,103,33,2,160
NDM095994,,,,
NDM095995,104,17,2,150
NDM095995,104,18,"2,3",150
NDM095995,,,,
NDM095992,103,4,LAKEBED RIPAR TO LOT 2,159
NDM095992,103,4,DESC BY M&B,159
NDM095992,103,4,2,159
NDM095992,,,,
NDM095993,103,9,W2NE,159
NDM095993,103,20,SE,159
NDM095993,103,25,NW,159
NDM095993,103,26,NE,159
NDM095993,,,,
NDM095990,103,30,"E2NE,E2SW,SE",139
NDM095990,103,30,"1,2,3,4",139
NDM095990,103,32,"NWNW,S2NW,N2SW",139
NDM095990,,,,
NDM095991,103,34,"NE,S2",140
NDM095991,103,35,"NWNW,S2",140
NDM095991,,,,
NDM101051,103,20,ALL,140
NDM101051,,,,
NDM101050,103,11,ALL,140
NDM101050,103,31,E2,140
NDM101050,,,,
NDM101053,105,6,SENW,133
NDM101053,105,6,"3,4,5",133
NDM101053,105,32,POR NE DESC BY M&B,133
NDM101053,105,32,(81.51 AC),133
NDM101053,,,,
NDM101052,105,6,"S2NE,E2SE",133
NDM101052,105,6,"1,2,8",133
NDM101052,105,8,"E2,E2W2,NWNW",133
NDM101052,105,8,"1,2,4",133
NDM101052,105,20,1,133
NDM101052,105,30,"3,4",133
NDM101052,,,,
NDM101055,105,6,"SWNE,SENW,E2SW,W2SE",134
NDM101055,105,6,"6,7",134
NDM101055,,,,
NDM001484,104,3,"S2NW,N2S2",147
NDM001484,104,3,"3,4",147
NDM001484,104,5,"S2N2,S2",147
NDM001484,104,5,"1,2,3,4",147
NDM001484,104,7,"E2,E2W2",147
NDM001484,104,7,"1,2,3,4",147
NDM001484,104,8,ALL,147
NDM001484,104,9,NE,147
NDM001484,,,,
NDM101057,105,18,2,134
NDM101057,,,,
NDM101056,105,14,S2,134
NDM101056,,,,
NDM101059,105,18,"NENE,S2NE,NESE",134
NDM101059,,,,
NDM101058,105,18,NWNE,134
NDM101058,105,18,"4,6,7,10",134
NDM101058,,,,
NDM031838,102,6,"1,2,3,4",140
NDM031838,,,,
NDM031832,100,6,"SENW,E2SW",142
NDM031832,100,6,"5,6,7",142
NDM031832,100,18,"E2,E2W2",142
NDM031832,100,18,"1,2,3,4",142
NDM031832,,,,
NDM031831,100,10,SE,141
NDM031831,,,,
NDM031837,101,17,SE,144
NDM031837,,,,
NDM031836,101,7,"E2,E2W2",143
NDM031836,101,7,"1,2,3,4",143
NDM031836,101,9,"NWNE,S2NE,NW,S2",143
NDM031836,101,17,ALL,143
NDM031836,,,,
NDM031835,101,13,ALL,142
NDM031835,101,35,W2,142
NDM031835,,,,
NDM095206,104,10,1,153
NDM095206,,,,
NDM095207,105,2,SE,147
NDM095207,,,,
NDM095204,104,17,N2,145
NDM095204,104,18,"E2NW,SE",145
NDM095204,104,18,"1,2",145
NDM095204,104,21,ALL,145
NDM095204,104,28,SW,145
NDM095204,104,33,"NE,SW",145
NDM095204,,,,
NDM095205,104,26,W2NE,151
NDM095205,104,26,"1,3,4",151
NDM095205,104,34,W2NE EXCL 18.43 AC FOR,151
NDM095205,104,34,RR ROW,151
NDM095205,,,,
NDM095202,104,8,"S2NW,S2",145
NDM095202,,,,
NDM095203,104,10,"S2N2,S2",145
NDM095203,,,,
NDM084602,100,8,NENW,145
NDM084602,,,,
NDM095201,104,4,SWNW,145
NDM095201,,,,
NDM082707,95,19,N2NE,153
NDM082707,,,,
NDM084609,103,4,S2N2,142
NDM084609,103,4,"1,2,3,4",142
NDM084609,,,,
NDM095208,105,27,E2E2,147
NDM095208,105,34,"E2NE,NESE",147
NDM095208,105,34,"1,2,3,4",147
NDM095208,105,35,ALL,147
NDM095208,,,,
NDM099698,106,8,S2S2,135
NDM099698,106,10,ALL,135
NDM099698,106,15,NE,135
NDM099698,,,,
NDM099695,103,30,E2W2,149
NDM099695,103,30,"1,2,3",149
NDM099695,103,31,"E2,E2W2",149
NDM099695,103,31,"1,2,3,4",149
NDM099695,,,,
NDM099694,103,29,SWSW,149
NDM099694,103,30,E2SE,149
NDM099694,,,,
NDM099696,103,30,4,149
NDM099696,,,,
NDM099691,103,15,"N2,SW,NESE,S2SE",148
NDM099691,103,28,"N2NE,SWNE,NW,S2",148
NDM099691,,,,
NDM099690,103,14,NW,148
NDM099690,103,24,ALL,148
NDM099690,103,29,"N2,SE",148
NDM099690,,,,
NDM099693,103,19,"W2NE,E2W2,SE",149
NDM099693,103,19,"2,3,4",149
NDM099693,103,20,SW,149
NDM099693,,,,
NDM099692,103,15,NWSE,148
NDM099692,,,,
NDM096885,101,22,SENW,152
NDM096885,,,,
NDM087774,101,32,W2,138
NDM087774,,,,
NDM096887,103,20,SE,134
NDM096887,,,,
NDM096886,103,20,SW,134
NDM096886,,,,
NDM096881,100,8,N2NE,145
NDM096881,100,19,"POR N2SE,SESE OUTSIDE",145
NDM096881,100,19,NDM93536 (41.00 AC),145
NDM096881,,,,
NDM087770,101,28,W2,138
NDM087770,101,33,ALL,138
NDM087770,,,,
NDM087773,101,30,"E2NE,E2NW,SESW,SE",138
NDM087773,101,30,4-Feb,138
NDM087773,101,31,"E2,E2W2",138
NDM087773,101,31,4-Jan,138
NDM087773,,,,
NDM087772,101,30,"W2NE,NESW",138
NDM087772,101,30,1,138
NDM087772,,,,
NDM096889,104,1,SE,147
NDM096889,104,24,"NE,E2NW",147
NDM096889,,,,
NDM096888,103,21,SW,134
NDM096888,,,,
NDM094955,102,9,ALL,141
NDM094955,102,17,S2SE,141
NDM094955,102,19,"E2SW,SE",141
NDM094955,102,19,"3,4",141
NDM094955,,,,
NDM094954,100,32,ALL,147
NDM094954,,,,
NDM094485,105,22,E2SE,146
NDM094485,105,22,"3,4",146
NDM094485,105,27,E2E2,146
NDM094485,105,27,4-Jan,146
NDM094485,,,,
NDM094956,102,17,"N2,SW,N2SE",141
NDM094956,102,19,"NE,E2NW",141
NDM094956,102,19,"1,2",141
NDM094956,,,,
NDM094483,105,2,S2N2,146
NDM094483,105,2,4-Jan,146
NDM094483,105,11,ALL,146
NDM094483,105,23,E2,146
NDM094483,105,24,"N2,N2S2",146
NDM094483,,,,
NDM094950,96,7,4,152
NDM094950,96,18,"W2NE,E2NW",152
NDM094950,96,18,"1,2",152
NDM094950,,,,
NDM094481,104,27,W2,146
NDM094481,104,29,ALL,146
NDM094481,104,32,NE,146
NDM094481,104,33,ALL,146
NDM094481,104,34,ALL,146
NDM094481,,,,
NDM094480,104,6,"4,5,6,7",146
NDM094480,104,8,N2,146
NDM094480,104,18,"E2,E2W2",146
NDM094480,104,18,"1,2,3,4",146
NDM094480,,,,
NDM039491,104,2,SENW,130
NDM039491,,,,
NDM091351,102,6,BED OF LITTLE MISSOURI,144
NDM091351,102,6,RIVER RIPAR TO LOTS,144
NDM091351,102,6,"2,3,6,10,11,14,15,16",144
NDM091351,102,6,DESC BY M&B,144
NDM091351,,,,
NDM091352,102,9,NESE,144
NDM091352,102,9,BED LITTLE MISSOURI,144
NDM091352,102,9,RIVER RIPARIAN TO LOTS,144
NDM091352,102,9,"1,2,3,7 DESC BY M&B",144
NDM091352,102,9,"1,2,3,7",144
NDM091352,,,,
NDM091353,102,16,BED LITTLE MISSOURI,144
NDM091353,102,16,RIVER RIPARIAN TO LOTS,144
NDM091353,102,16,1-8 DESC BY M&B,144
NDM091353,,,,
NDM094959,102,2,"NESW,S2SW,SE",147
NDM094959,102,11,ALL,147
NDM094959,,,,
NDM094958,102,20,S2SE,141
NDM094958,102,22,"NE,NWSE",141
NDM094958,102,22,"NESE, SWSE OUTSIDE",141
NDM094958,102,22,THEO ROOSEVELT NP,141
NDM094958,,,,
NDM091356,103,18,"E2NW,NESW",147
NDM091356,103,30,"SESW,SWSE",147
NDM091356,103,30,"3,4",147
NDM091356,,,,
NDM091357,103,18,SESW,147
NDM091357,103,30,"NESW,NWSE,SESE",147
NDM091357,,,,
NDM033880,91,11,ALL,163
NDM033880,,,,
NDM104621,99,34,4-Jan,153
NDM104621,,,,
NDM040533,97,4,"SENW,SESW,SWSE",147
NDM040533,97,4,3-Jan,147
NDM040533,97,5,BED LTL MO RVR RIPAR TO,147
NDM040533,97,5,LOT 5,147
NDM040533,97,5,POR BED LTL MO RVR RIPAR,147
NDM040533,97,5,"TO LOTS 2,6",147
NDM040533,97,5,"2,3,4,5,6",147
NDM040533,97,6,BED LTL MO RVR RIPAR TO,147
NDM040533,97,6,"LOTS 9,13-15",147
NDM040533,97,6,POR BED LTL MO RVR RIPAR,147
NDM040533,97,6,TO LOT 16,147
NDM040533,97,6,POR LOT 16,147
NDM040533,97,6,"1,2,7,9,13-15",147
NDM040533,97,8,SESW,147
NDM040533,97,18,E2E2,147
NDM040533,97,18,"1,2,4",147
NDM040533,,,,
NDM104623,100,27,3,153
NDM104623,100,27,3,153
NDM104623,100,28,5,153
NDM104623,100,33,NENE,153
NDM104623,100,33,"1,2,3",153
NDM104623,100,34,"1,2",153
NDM104623,,,,
NDM104622,100,18,NESW,153
NDM104622,100,18,3,153
NDM104622,,,,
NDM104624,102,9,SWNW,152
NDM104624,,,,
NDM101054,105,6,"SENE,E2SE",134
NDM101054,105,6,1,134
NDM101054,,,,
NDBIS0022408A,107,2,4,130
NDBIS0022408A,107,3,SENE,130
NDBIS0022408A,107,3,3-Jan,130
NDBIS0022408A,,,,
NDBIS0022408B,107,2,"S2NW,SW",130
NDBIS0022408B,107,2,3,130
NDBIS0022408B,107,3,E2SE,130
NDBIS0022408B,107,3,5-Apr,130
NDBIS0022408B,107,26,NW,131
NDBIS0022408B,,,,
NDM101479,102,12,NENE,146
NDM101479,102,12,"5,10,11",146
NDM101479,,,,
NDM101478,102,1,"SENE,N2SE,SESE",146
NDM101478,102,1,"1,2,3,4,7,8,11",146
NDM101478,102,8,NE,146
NDM101478,102,22,"SW,N2SE,SWSE",146
NDM101478,102,22,1,146
NDM101478,,,,
NDM055473,101,32,S2SE,144
NDM055473,,,,
NDM055474,101,33,SWSW,144
NDM055474,,,,
NDM097024,96,10,NWNW,153
NDM097024,,,,
NDM097025,96,20,"NENE,W2NE,NW,SE",153
NDM097025,,,,
NDM097026,96,20,SW,153
NDM097026,96,21,NESW,153
NDM097026,,,,
NDM097027,96,12,"S2NE,SE",163
NDM097027,96,13,N2NE,163
NDM097027,96,22,SW,163
NDM097027,,,,
NDM097020,95,23,"SENE,NESE",159
NDM097020,95,24,"W2NW,NWSW",159
NDM097020,95,25,NW,159
NDM097020,,,,
NDM097021,95,7,E2SW,163
NDM097021,95,7,"3,4",163
NDM097021,,,,
NDM097022,95,25,SWSW,163
NDM097022,95,26,SESE,163
NDM097022,95,27,SWSE,163
NDM097022,,,,
NDM097023,96,18,"SESW,SWSE",151
NDM097023,,,,
NDM097028,97,3,"N2SW,SWSW",152
NDM097028,97,8,NESE,152
NDM097028,97,9,NENW,152
NDM097028,97,18,SESW,152
NDM097028,,,,
NDM097029,97,2,"NESW,S2SW",152
NDM097029,97,3,"SESW,SE EXCL 6.49 AC IN",152
NDM097029,97,3,RD ROW,152
NDM097029,97,10,"NE,S2",152
NDM097029,97,11,W2,152
NDM097029,,,,
NDM088062,105,3,E2SE,148
NDM088062,105,3,5-Jan,148
NDM088062,,,,
NDM098124,104,10,"ACCR TO LOTS 1,2,3",151
NDM098124,104,10,DESC BY M&B,151
NDM098124,104,11,ACCR TO LOT 2,151
NDM098124,104,11,DESC BY M&B,151
NDM098124,,,,
NDM098108,102,10,"SW,NWSE",136
NDM098108,102,10,BED LTL MO RIV RIPAR TO,136
NDM098108,102,10,LOT 4 DESC BY M&B 6.8 AC,136
NDM098108,102,10,4,136
NDM098108,102,14,"E2,E2W2",136
NDM098108,102,18,W2SE,136
NDM098108,102,18,BED LTL MO RIV RIPAR TO,136
NDM098108,102,18,"LOTS 2,3 DESC BY M&B",136
NDM098108,102,18,15.72 AC,136
NDM098108,102,18,"2,3",136
NDM098108,,,,
NDM098109,102,18,"NENE,S2NE,E2SW",136
NDM098109,102,18,BED LTL MO RIV RIPAR,136
NDM098109,102,18,"TO LOTS 1,4,5 DESC BY",136
NDM098109,102,18,M&B 16.40 AC,136
NDM098109,102,18,"1,4,5,6,7",136
NDM098109,102,29,ALL,136
NDM098109,102,31,"E2,E2W2",136
NDM098109,102,31,"1,2,3,4",136
NDM098109,,,,
NDM098106,102,2,"S2N2,SW",135
NDM098106,102,2,"1,2,3,4",135
NDM098106,102,12,N2,135
NDM098106,102,23,SW,135
NDM098106,,,,
NDM098107,102,10,"NENE,S2NE,NESE,S2SE",136
NDM098107,102,10,BED LTL MO RIV RIPAR TO,136
NDM098107,102,10,"LOTS 1,5 DESC BY M&B",136
NDM098107,102,10,12.48 AC,136
NDM098107,102,10,"1,5",136
NDM098107,102,13,ALL,136
NDM098107,102,15,ALL,136
NDM098107,,,,
NDM098104,102,5,"S2N2,S2",134
NDM098104,102,5,"1,2,3,4",134
NDM098104,102,6,"S2NE,N2SE",134
NDM098104,102,17,ALL,134
NDM098104,102,18,"N2NE,SWNE,E2NW",134
NDM098104,102,18,"1,2",134
NDM098104,102,19,"NE,E2NW",134
NDM098104,102,19,"1,2",134
NDM098104,,,,
NDM098105,102,8,NWNW,134
NDM098105,,,,
NDM098102,101,22,"N2N2,S2",136
NDM098102,101,26,ALL,136
NDM098102,101,34,ALL,136
NDM098102,,,,
NDM098103,102,1,"S2N2,SW",134
NDM098103,102,1,"1,2,3,4",134
NDM098103,102,10,SW,134
NDM098103,102,12,"NE,S2",134
NDM098103,102,21,W2,134
NDM098103,102,24,N2,134
NDM098103,,,,
NDM098100,101,6,SESE,136
NDM098100,101,6,"13,14",136
NDM098100,101,8,"S2NE,SE",136
NDM098100,,,,
NDM098101,101,13,ALL,136
NDM098101,101,14,"N2,SW",136
NDM098101,101,15,ALL,136
NDM098101,,,,
NDM098122,104,7,"E2,E2W2",136
NDM098122,104,7,"1,2,3,4",136
NDM098122,104,18,"E2,E2NW,SESW",136
NDM098122,104,18,LOT 3 & NESW EXCL 2.06,136
NDM098122,104,18,AC FOR PUBLIC ROAD ROW,136
NDM098122,104,18,"1,2,4",136
NDM098122,104,24,"N2,NWSW,S2SW",136
NDM098122,,,,
NDM096523,77,1,SWNE,162
NDM096523,77,1,"2,3,4",162
NDM096523,,,,
NDM094120,105,24,ALL,145
NDM094120,105,25,ALL,145
NDM094120,,,,
NDM094122,99,11,NW,157
NDM094122,,,,
NDM095200,104,4,"SENW,SW,SWSE",145
NDM095200,104,4,"3,4",145
NDM095200,104,5,"S2N2,S2",145
NDM095200,104,5,"1,2,3,4",145
NDM095200,104,6,"SENW,SE",145
NDM095200,104,6,"3,4,5",145
NDM095200,104,7,"E2NW,SE",145
NDM095200,104,7,"1,2",145
NDM095200,,,,
NDM085993,101,24,"NE,W2SE",138
NDM085993,,,,
NDM104389,91,5,"S2NE,SW",151
NDM104389,91,5,"1,2",151
NDM104389,91,6,S2NE,151
NDM104389,91,6,"1,2",151
NDM104389,,,,
NDM085269,104,29,ALL,148
NDM085269,,,,
NDM083899,105,4,"SENE,NESW,S2SW,SE",131
NDM083899,105,4,"1,2,3,4",131
NDM083899,105,10,"N2NW,SWNW",131
NDM083899,,,,
NDM083895,105,10,"S2NE,SENW,NESW,N2SE,SESE",129
NDM083895,105,11,"S2NW,SW",129
NDM083895,105,14,NWNW,129
NDM083895,105,15,"NWNE,SE",129
NDM083895,105,18,"E2NW,NESW",129
NDM083895,105,18,1,129
NDM083895,105,23,"W2SW,SESW,SWSE",129
NDM083895,,,,
NDM083896,105,7,NESW,130
NDM083896,105,8,S2SW,130
NDM083896,,,,
NDM016402,101,33,S2N2,144
NDM016402,,,,
NDM094018,97,29,"N2,SE",147
NDM094018,97,33,ALL,147
NDM094018,,,,
NDM0071496,104,12,"NWNE,SENE,SWNW",149
NDM0071496,104,20,SWSW,149
NDM0071496,104,29,"W2NW,SW,SESE",149
NDM0071496,104,30,E2E2,149
NDM0071496,104,30,4-Jan,149
NDM0071496,104,31,E2E2,149
NDM0071496,104,31,4-Jan,149
NDM0071496,104,32,"NENE,W2,SE",149
NDM0071496,104,33,"N2NW,SWNW,SW,W2SE",149
NDM0071496,,,,
NDM0071491,103,21,"NE,N2SE",150
NDM0071491,103,21,"1,2,7,8",150
NDM0071491,103,30,E2NW,150
NDM0071491,103,30,2-Jan,150
NDM0071491,103,31,"E2NW,SESW,SWSE",150
NDM0071491,103,31,"1,4",150
NDM0071491,104,25,"NWNE,S2NE,NW,S2",150
NDM0071491,,,,
NDM093267,88,3,SW,152
NDM093267,88,13,SE,152
NDM093267,,,,
NDM093268,93,4,S2NW,155
NDM093268,93,4,"3,4",155
NDM093268,,,,
NDM085264,104,19,"E2,E2W2",147
NDM085264,104,19,"1,2,3,4",147
NDM085264,104,30,"W2NE,E2NW",147
NDM085264,104,30,"1,2,3,4",147
NDM085264,,,,
NDM102641,102,11,SE,135
NDM102641,102,13,NW,135
NDM102641,,,,
NDM102640,102,8,SE,135
NDM102640,102,9,SW,135
NDM102640,102,17,"N2,N2SW,SE",135
NDM102640,102,18,"E2,E2W2",135
NDM102640,102,18,"1,2,3,4",135
NDM102640,,,,
NDM102643,102,26,NW,135
NDM102643,,,,
NDM102642,102,14,SWSW,135
NDM102642,,,,
NDM102645,102,32,"E2NE,SE",135
NDM102645,,,,
NDM102644,102,30,"1,2,3,4",135
NDM102644,,,,
NDM102647,102,8,"SENE,SE",136
NDM102647,102,8,BED LTL MO RVR RIPAR TO,136
NDM102647,102,8,"LOTS 1,4,5,8 DESC BY M&B",136
NDM102647,102,8,"1,4,5,8",136
NDM102647,102,9,"NWNE,NW,W2SW",136
NDM102647,102,9,BED LTL MO RVR RIPAR TO,136
NDM102647,102,9,"LOTS 1,2,3,5,6 DESC",136
NDM102647,102,9,BY M&B,136
NDM102647,102,9,"1,2,3,5,6",136
NDM102647,,,,
NDM102646,102,5,"NESW,SE",136
NDM102646,102,5,BED LTL MO RIV RIPAR TO,136
NDM102646,102,5,"LOTS 13,14,15 DESC BY",136
NDM102646,102,5,M&B,136
NDM102646,102,5,15-Jan,136
NDM102646,,,,
NDM102649,102,26,BED LTL MO RIV,142
NDM102649,102,26,RIPAR LOTS 1-7 DESC,142
NDM102649,102,26,BY M&B,142
NDM102649,,,,
NDM102648,102,18,E2W2,142
NDM102648,102,18,"1,2,3,4",142
NDM102648,,,,
NDM096883,100,13,ALL,146
NDM096883,100,23,"E2,E2SW",146
NDM096883,100,24,"NW,S2",146
NDM096883,,,,
NDM098814,96,1,4,154
NDM098814,96,2,"1,2,3",154
NDM098814,96,35,S2SE,155
NDM098814,,,,
NDM082251,104,1,"S2NW,SW",145
NDM082251,104,1,"3,4",145
NDM082251,104,2,"S2N2,S2",145
NDM082251,104,2,4-Jan,145
NDM082251,,,,
NDM096884,100,23,W2SW,146
NDM096884,,,,
NDM024440,101,4,"SWNE,S2NW",139
NDM024440,101,4,4-Jan,139
NDM024440,101,5,"S2NE,SE",139
NDM024440,101,5,"1,2",139
NDM024440,101,32,"S2NE,NWNE,SE",140
NDM024440,,,,
NDM024442,101,18,"E2SW,SE",139
NDM024442,101,18,"3,4",139
NDM024442,101,30,"SENW,E2SW,E2",139
NDM024442,101,30,"3,4",139
NDM024442,101,32,"N2NE,NW,N2SW",139
NDM024442,,,,
NDM024443,101,4,SENE,139
NDM024443,,,,
NDM024445,101,23,ALL,139
NDM024445,101,24,"SWNE,S2NW,NESW",139
NDM024445,101,25,ALL,139
NDM024445,,,,
NDM024446,101,24,"NWNE,NENW",139
NDM024446,101,27,N2NE,139
NDM024446,,,,
NDM0029565,85,35,SE,164
NDM0029565,,,,
NDM100994,90,30,E2W2,145
NDM100994,90,30,"1,2,3,4",145
NDM100994,,,,
NDM096880,95,28,POR W2NW SOUTH RR ROW,157
NDM096880,,,,
NDM091686,103,10,E2,146
NDM091686,103,14,W2,146
NDM091686,,,,
NDM091687,103,22,ALL,146
NDM091687,103,26,"N2N2,SENE,SWNW,NWSW,NESE",146
NDM091687,,,,
NDM091684,103,2,"SWNE,S2NW,SW",146
NDM091684,103,2,"2,3,4",146
NDM091684,103,4,"S2N2,S2",146
NDM091684,103,4,"1,2,3,4",146
NDM091684,,,,
NDM091685,103,6,"S2NE,SENW,E2SW",146
NDM091685,103,6,7-Jan,146
NDM091685,,,,
NDM091682,101,11,ALL,143
NDM091682,101,12,S2,143
NDM091682,,,,
NDM091683,101,26,"NE,N2NW,SENW,E2SW,N2SE",144
NDM091683,101,26,SWSE,144
NDM091683,101,35,ALL,144
NDM091683,,,,
NDM091680,101,1,S2S2,143
NDM091680,101,2,"S2N2,SW",143
NDM091680,101,2,"1,2,3,4",143
NDM091680,101,3,"S2NE,E2SE",143
NDM091680,101,3,"1,2",143
NDM091680,,,,
NDM091681,101,2,SE,143
NDM091681,101,12,N2,143
NDM091681,,,,
NDM096157,98,12,"SWNW,W2SW",148
NDM096157,,,,
NDM096156,97,33,SENE,152
NDM096156,,,,
NDM096155,97,29,"SWNW,NESW",152
NDM096155,,,,
NDM096154,97,28,ALL,152
NDM096154,97,29,"NENE,S2NE,SENW,SE",152
NDM096154,97,32,NENW,152
NDM096154,97,33,"N2NE,SWNE,NW,S2",152
NDM096154,,,,
NDM096153,97,20,SENW,151
NDM096153,,,,
NDM096152,97,6,1,151
NDM096152,,,,
NDM091688,103,26,"SENW,NESW,S2SW",146
NDM091688,103,28,"SENW,SWSW",146
NDM091688,,,,
NDM091689,104,14,S2S2,148
NDM091689,,,,
NDM102657,104,12,SE,135
NDM102657,,,,
NDM031002,102,6,"S2NE,SENW,NESW,N2SE",146
NDM031002,102,6,6-Jan,146
